advertiserurl,company,employmenttype_jobstatus,jobdescription,jobid,joblocation_address,jobtitle,postdate,shift,site_name,skills,uniq_id
"https://www.dice.com/jobs/detail/Software-Engineer-Robert-Half-Technology-Baltimore-MD-21224/rhalfint/02000-0008945295?icid=sr502-17p&q=&l=Washington,%20DC",Robert Half Technology,Full Time,".NET Software Engineer Our Web Developers are at the core of what makes us unique. They rock at everything, from creating clean interfaces to building server-side APIs. Robert Half is seeking Senior and Junior.NET developers to join our engineering team. The applicant should have a strong .NET and C# background and experience working in a fast-paced environment. Essential Job Functions: Develop and/or maintain Web 2.0 applications utilizing.NET development tools Develop and maintain effective automated unit test coverage of new and existing code Write quality, testable, maintainable, and well-documented code Work directly with Product Management and Customer Success to help determine and solve customer needs Required Knowledge, Skills, and Abilities: 3+ years of Software and Enterprise Application Development experience Solid understanding of Object-oriented Programming (OOP) ASP.NET MVC, C# Middle tier Business Logic Strong MS SQL experience and database development using T-SQL Strong knowledge of data structures, multi-threading, and N-Tier Architecture Familiarity with common developer tools GIT,SVN, or TFS JavaScript frameworks such as jQuery, Backbone.js, Knockout.js, Ember or Angular.js Excellent written and verbal communication skills Experience working in a multi-team environment Excellent analytical skills and the ability to work in Agile environment BS or MS degree in Computer Science Additional Expertise Preferred: Mongo, Redis or other NoSQL Knowledge of enterprise systems, E-recruiting, Performance Evaluations, On-boarding, Human Resources, CRM, SFA, and ERP are a plus Demonstrated deployments of enterprise software systems using industry standard environments CSS Frameworks such as LESS or Twitter Bootstrap Experience contributing to front-end UI/UX design For immediate consideration, please send your resume directly to Ted Keigler at ted.keigler@rht and/or call him at (410) 783-6290. Job Requirements .NET Framework, ASP.NET, ASP.NET MVC Framework, C# - Sharp",Dice Id : rhalfint,"Baltimore, MD",Software Engineer,7 hours ago,Telecommuting not available|Travel not required,,".Net, Agile, Analytical Skills, Architecture, ASP, ASP.NET, Automated, C#, CRM, CSS, Database, Developer, Development, ERP, GIT, JavaScript, jQuery, Management, NoSQL, OOP, Programming, Software Engineer, SQL, SVN, UX",9c02135c9c1155d2d4a7742dbed62808
"https://www.dice.com/jobs/detail/Network-Engineer-InfoGroup-Burlington-MA-01803/10457921/808342?icid=sr35821-1195p&q=&l=California,%20Us,%20CALIFORNIA",InfoGroup,Full Time,"Infogroup is looking for top talent to join our fast-paced and innovative team. We are seeking a Network Engineer to join our Burlington, MA office.This position is responsible for the development and maintenance of complex Company. This position will develop technical solutions to complex problems which require the regular use of ingenuity and creativity. Essential Job Functions:1. Maintain, test, and monitor complex network designs encompassing multiple technologies using established procedures and tools.2. Troubleshoot networks and provide problem resolution.3. Develop and maintain all network systems, applications, security, and network configurations.4. Design, install, and support networking systems and operations.5. Troubleshoot network performance issues.6. Analyze system errors or failures and work to resolve issues. Escalate as necessary to maximize system availability.7. Provide technical support and guidance to users.8. Evaluate new network technologies and make recommendations regarding the integration of relevant technologies into the existing network. Recommend upgrades, patches, and new applications or equipment.9. Maintain knowledge of emerging technologies and enhanced applications.10. Create and maintain network systems documentation.  Knowledge, Skill, and Abilities:1. Possess a strong aptitude towards innovative software development for use in automation and interfacing with databases.2. Must be able to work flexible hours on-site and remote.3. Must be able to work in a complex, dynamic team environment with minimal supervision and possess good organizational skills.4. Strong interpersonal skills are needed to work well with a talented team of developers.5. Knowledge of database software and languages, system design software, and development software and environments.6. Ability to communicate with individuals at all levels in the Company and with various business contacts outside of the company in an articulate, professional manner.7. Good working knowledge of Windows application program interfaces and SQL server.8. Ability to organize, prioritize, and handle multiple assignments on a daily basis. Education, Experience, and Certification:1. Bachelor's degree or equivalent required.2. 5 to 7 years of relevant work experience is required.3. Microsoft certifications preferred. We're revolutionizing the way companies connect with their customers and grow their businesses. Find out how you can join the movement at www.infogroup.com/about-infogroup/careers-at-infogroup.  Infogroup is the leading provider of innovative business data, and marketing solutions that are proven to increase customer acquisition and retention. Our mission is to use a combination of our client's data and our business and consumer data and really smart people to deliver the right communication to the right audience at the right time -- for Infogroup, that's real-time. For more information, please visit www.infogroup.com. At Infogroup, our employees are directly responsible for our success. We strongly believe in rewarding employees for their initiative, teamwork and leadership. Every day, we expect our employees to ask questions, demand better solutions and challenge one another to succeed. We are constantly looking for candidates who are not only qualified and knowledgeable, but also have the drive to grow professionally. We hire dynamic individuals in variety of fields such as information technology, account management and client services, sales, marketing, administration and human resources. Affirmative Action/EEO PolicyAt Infogroup, we are committed to attracting, retaining and engaging employees from all walks of life. Diversity is an important part of our values and business operations. We are dedicated to creating an inclusive environment that promotes professional development for everyone. As part of that commitment, Infogroup does not discriminate on the basis of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, sexual orientation, gender identity and/or expression, marital status, status with regard to public assistance, status as a disabled veteran and/or Veteran of the Vietnam Era or any other characteristic protected by federal, state or local law. All qualified applicants will receive consideration for employment. In addition, Infogroup will provide reasonable accommodation for otherwise qualified disabled individuals.",Dice Id : 10457921,"Burlington, MA",Network Engineer,2 days ago,Telecommuting not available|Travel not required,www.dice.com,"Network Engineer, Good working knowledge of Windows application program interfaces and SQL server.",272967e727456debba117217e409a8dd
"https://www.dice.com/jobs/detail/Network-Engineer-I28-Technologies-Corporation-East-Fishkill-NY-12533/10527909/705876?icid=sr34266-1143p&q=&l=California,%20Us,%20CALIFORNIA",I28 Technologies Corporation,Contract Corp-To-Corp,"Mid-level Network EngineerWe are looking for GC and USC onlyResponsibilities:The Network Engineer is responsible for every facet of network management and engineering.  Work activities may include (and certainly not limited to) the following:Installing, supporting and maintaining new server hardware and software infrastructureManaging email, anti-spam and virus protectionSetting up user accounts, permissions and passwordsMonitoring network usageEnsuring the most cost-effective and efficient use of serversSuggesting and providing IT solutions to business and management problemsEnsuring that all IT equipment complies with industry standardsAnalyzing and resolving faults, ranging from a major system crash to a forgotten passwordUndertaking routine preventative measures and implementing, maintaining and monitoring network security, particularly if the network connects to the internetProviding training and technical support for users with varying levels of IT knowledge and competenceSupervising other staff, such as help-desk techniciansWorking closely with other departments/organizations and collaborating with other IT staffPlanning and implementing future IT developments and undertaking project workExperience:Knowledge/Experience with Windows, Cisco Systems, UNIX, Linux, NovellKnowledge/Experience with Switches, Routers, Hubs, Servers, Cables, Racks, Firewalls, LAN, WAN, TCP/IP, DNS, UDP, Latency, VoIP, QoS, EIGRP, BGP, OSPF, NHRP, ATM, PPP, MPLSAbility to work in a team environmentAbility to work independentlyAbility to work with limited direction and autonomyAbility to address customer needs in a professional manneHighly motivated and positiveMCSE, CCNA, CCNP, CCIE, or CNE preferredRegradsVenkat732-383-6565",Dice Id : 10527909,"East Fishkill, NY",Network Engineer,1 day ago,Telecommuting not available|Travel not required,www.dice.com,Network Engineer,045756fc1fcc1cff4e3a0bbb3a23b313
"https://www.dice.com/jobs/detail/Devops-Engineer-The-Matlen-Silver-Group%252C-Inc.-Piscataway-NJ-08854/matlennj/769779?icid=sr33812-1128p&q=&l=California,%20Us,%20CALIFORNIA","The Matlen Silver Group, Inc.",C2H W2,"Senior DevOps Cloud Engineer for Designing , Maintaining , Configuring , Testing in POS Environment Support Group.  - Uses scripting technologies to come up with a DevOPS tool chain to automate end to end source to Deploy on AWS.  -Participate in the evaluation, recommendation and selection of hardware and software solutions  - Research/analyze data processing functions, methods and procedures  - Monitor production systems for expected performance  - Perform root cause analysis on production issues and determine action items for prevention and resolution.  - Interface with different departments within the organization regarding new deployments  - Manage, administer, and maintain all processes/procedures on the new hardware  - Research/analyze data processing functions, methods and procedures  - Monitor program execution for expected performance  Requires a bachelor's degree in Computer Science or equivalent and at least 8-10 years of experience in the field or in a related area  - 5-8 years front-end integration experience working with development teams on the deployment of applications based on Unix  - Strong analytical & troubleshooting skills are necessary to perform the job function.  Agile development experience  Experience with all phases of the Software Development Lifecycle, including system analysis, design, coding, testing, debugging and documentation  Teamwork & collaboration skills to work across organizations and lead cross-functional teams  Strong written and oral communication skills  Problem solving skills to develop quick yet sound solutions to resolve complex issues  Primary Skill Requirement:  4-6 years of hands experience in 2 or more Cloud implementations for high volume transactional systems.  Strong scripting skills in Ruby, Perl, CSS, Javascript, python and shell scripting.  J2EE , Unix Enviroment experience with Weblogic 12 a must.  Experience in configuration tools like UCM, SVN, Perforce, GIT.  Experience in designing fully automated ""build to deploy"" model.  Experience in designing/ implementing highly scalable environment from design to implementation on AWS or equivalent cloud platform.  Experience in Jira, Hudson, Jenkins, uDeploy Puppet.  Proven, Hands-On experience with Red Hat or Ubuntu Linux, other flavors of UNIX, windows.  Proven, hands-on experience with Linux or BSD systems operated on a virtualization layer like AWS EC2 (Xen).  Direct hands-on experience with AWS services such as: EC2, AWS VPC, S3, Route53, CloudFormation, CloudSearch  Direct hands-on experience with GitLab, Stash, Jira, Redmine, Jenkins, Go, Selenium, Chef, Docker, Ansible, Cloud Foundry  Hands on experience with server-side web service frameworks – Java / Scala  Expertise with web services RestAPI integration  Experience with highly scalable and high performance web service development  Experience with RabbitMQ, ActiveMQ is a nice to have.  Experience deploying, managing and troubleshooting Multi-tiered environments.  Experience with NOSQL databases Cassandra and Mongo  Experience with ELK (ElasticSearch, Logstash & Kibana) stacks",Dice Id : matlennj,"Piscataway, NJ",Devops Engineer,1 day ago,Telecommuting not available|Travel not required,www.dice.com,Devops,227c5b9945581b10ea6a91adeef3559a
"https://www.dice.com/jobs/detail/Project-Manager-Queen-Consulting-Group-Omaha-NE-68022/10511767/160910?icid=sr33801-1127p&q=&l=California,%20Us,%20CALIFORNIA",Queen Consulting Group,"Contract Corp-To-Corp, Contract Independent, Contract W2","Our client is seeking a Project Manager for a long-term contract position in Omaha.Job Description:Candidate should have background in traditional waterfall, iterative, and agile scrum. Experience with managing Financial projects and study/analysis type projects in addition to IT development projects is a plus.10-12 years’ experienceResponsible for the coordination and completion of projects or programs.Sets deadlines, assigns responsibilities, and monitors and summarizes progress of project or program.Prepares reports for upper management regarding the status of a project.May require a bachelor's degree and at least 5 years of experience in the Project Management field. Relies on extensive experience and judgment to plan and accomplish goals.A wide degree of creativity and latitude is expected.This position is responsible for the successful development and implementation of large, cross-functional projects with medium to high priority and high risk.",Dice Id : 10511767,"Omaha, NE",Project Manager,1 day ago,Telecommuting not available|Travel not required,www.dice.com,"Agile, Waterfall, Scrum",5cfe590564d7a7ec6d5c9e45cecd8dc7
"https://www.dice.com/jobs/detail/Systems-Engineer-Konica-Minolta-Business-Solutions-Ramsey-NJ-07446/10205188/11864?icid=sr33619-1121p&q=&l=California,%20Us,%20CALIFORNIA",Konica Minolta Business Solutions,Full Time,"All Covered, IT Services Division of Konica Minolta Business Solutions (KMBS), is the leading national IT services company serving SMB to enterprise markets. Offering a wide variety of career opportunities, All Covered is an excellent choice for motivated IT professionals interested in a stimulating and progressive work environment. With over 1,000 employees across the U.S. and Canada, All Covered has a highly skilled team of professionals focusing on superior quality service delivery to our customers. We offer hands-on technical training on the most relevant technologies in the industry and career path advancement in all levels of the company.Please join us in our exciting growth and pursue a rewarding career with All Covered!The primary focus of the Systems Engineer position is to provide technical knowledge and support regarding network operations issues for multiple clients.RESPONSIBILITIES:- Document, test, and modify network operating systems to enhance efficiency and reliability.- Diagnose and remedy network and user issues.- Implement client projects by drawing upon a variety of prior technical experience.- Maximize network performance through proactive network design and monitoring.- Develop and maintain accurate and timely guidebooks for clients.- Maintain 76% overall utilization.- Provide on-the-job training (via shadowing) to Support Specialists.- Produce up-to-date records of clients’ networks as they grow.- XYJob RequirementsQualifications:- 3-5 years experience in network administration.- 2-4 years desktop administration.- 3-5 years operating systems experience (Windows, Mac, Unix, and/or Linux)- 3-5 years Exchange- At least one of the following industry certifications is preferred:- MCTS/MCP Server 2008 or above- MCTS/MCP Exchange 2007 or above- CompTIA Server+- Cisco Certified Network Administrator (CCNA)- Apple Certified Technical Coordinator (ACTC)- Proven network analysis and diagnostic skills, ability to implement quick and effective solutions to network problems, and escalate issues when necessary.- Advanced knowledge of Microsoft Office applications.- Proven dedication to enabling continuous operations.- Proven ability to operate productively in a virtual office environment, delivering reliable follow-up and using off-site connectivity and wireless communications tools.- Successful at working in a team culture.- Excellent verbal and written communication skills.- Possess valid and clear drivers’ license.Internal/External Contacts:- Daily interaction with variety of clients. Must refer questions or concerns outside technical area to other team members in order to achieve client satisfaction.Working Conditions:- The majority of work will be performed at client locations which may vary in terms of quality of workspace. Must be able to lift, carry, and reposition all parts of user workstations, network appliances, and printers. Consecutive hours spent sitting in front of computer monitor and using keyboard and mouse.Konica Minolta offers:- Competitive compensation program- Outstanding benefits package (including medical, dental, life insurance)- 401(k) plan with matching company contribution- Excellent holiday/vacation plans.- Tuition reimbursement.- Employee Referral Bonus Program.- Ongoing training opportunities.- Visible, exciting work supporting the sales of cutting edge technology and workflow solutions.KMBS is an equal opportunity and affirmative action employer. We consider all qualified applicants for employment without regard to race, color, religion, creed, national origin, sex, pregnancy, age, sexual orientation, transgender status, gender identity, disability, alienage or citizenship status, marital status or partnership status, genetic information, veteran status or any other characteristic protected under applicable law. ",Dice Id : 10205188,"Ramsey, NJ",Systems Engineer,1 day ago,Telecommuting not available|Travel required to 75%.,www.dice.com,"IT Engineer, System Administrator, MCSE, CCNA, VmWare, MSP",d356ccd744bba7d44ae1d43479b83aaa
"https://www.dice.com/jobs/detail/Android-Developer-ESPO-Engineering-Corp-Skokie-IL-60077/90864832/16-00202?icid=sr71108-2371p&q=&l=California,%20Us,%20CALIFORNIA",ESPO Engineering Corp,Contract W2,"Android EngineerCompany is seeking an Android Engineer with extensive experience in software development and developing Android apps to help launch new products and update existing products going through major enhancements. This candidate should have good understanding of mobile application frameworks, good communication skills and hands-on software development skill from the development of apps to their publishing. The candidate should have been part of at least one team that has worked on a product from scratch and taken it to the market successfully, and comprehends the various phases of SDLC. Company's Engineering team is a fast paced group working in a competitive market. The Sr. Android Engineer will be responsible for designing and developing enterprise level apps, mentoring the team, and maintaining software products.The successful candidate must have a bachelor or masters in Computer Science or related discipline and 7+ years experience in software development, with 5+ years of experience in Android app development. The candidate should have broad experience designing and architecting applications on mobile platforms. The candidate should have familiarity with both Android Studio and Eclipse. Strong understanding of design patterns and experience architecting complex software is essential. The candidate should be a very good team player and must be willing to work in an agile environment. This is a hands-on design and development position. Coding experience in REST-based Web Services, SQLite database architecture and management, and WAP (Bluetooth specifically) is a must. Experience with GIT source control, JIRA issue tracking, and Confluence is preferable. Candidates that have developed and published apps on the play store independently will be highly valued. A good insight into available 3rd party open source libraries or SDKs or tech solutions to enhance development effort is a bonus. Experience working with offshore development teams, reviewing code, pair programming, implementing creating UI/UX (such as custom views/widgets, animations, etc.), domain knowledge in developing compliance products for the transportation industry is preferred. Must have experience interfacing with stakeholders. Being active on open source projects and/or forums is a plus.ResponsibilitiesTranslate designs and wireframes into high quality codeDesign, build, and maintain high performance, reusable, and reliable Java codeEnsure the best possible performance, quality, and responsiveness of the applicationIdentify and correct bottlenecks and fix bugsHelp maintain code quality, organization, and automatizationSkillsStrong knowledge of Android SDK, different versions of Android, and how to deal with different screen sizesFamiliarity with RESTful APIs to connect Android applications to back-end servicesStrong knowledge of Android UI design principles, patterns, and best practicesExperience with offline storage, threading, and performance tuningAbility to design applications around natural user interfaces, such as ""touch”Familiarity with the use of additional sensors, such as gyroscopes and accelerometersKnowledge of the open-source Android ecosystem and the libraries available for common tasksAbility to understand business requirements and translate them into technical requirementsFamiliarity with cloud message APIs and push notificationsA knack for benchmarking and optimizationUnderstanding of Google's Android design principles and interface guidelinesProficient understanding of code versioning tools, such as GitFamiliarity with continuous integrationOther Responsibilities:Analyze business requirements and generate UML designs to meet these requirementsTrack software development trends and provide peers with reports on these trendsEmbraces new technologies, manage and meet product schedulesDetail oriented, team playerAbility to communicate well with management, within the development group and with key members of the marketing and product management teamsNo Corp-to-Corp at this time. Espo CorporationWillowbrook, IL 60527(630) 789-2525View all open jobs at www.espocorp.com/jobsLeaders in Technical Recruiting & Staffing since 1965We are an Equal Opportunity Employer and value the benefits of diversity in our workplace. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender preference, orientation, identity and expression, national origin, disability, protected Veteran status or any other attribute or protected characteristic by law.  If you need assistance applying please contact us.  {Want to learn more? Click here www.dol.gov/ofccp/regs/compliance/posters/pdf/eeopost.pdf.}",Dice Id : 90864832,"Skokie, IL",Android Developer,2 weeks ago,Telecommuting not available|Travel not required,,"""android sdk"" API restful uml jira",1f882c247a2d0ea8ebde99a93e0f761a
"https://www.dice.com/jobs/detail/Android-Developer-FusionForte-Dallas-TX-75229/10443786/Android_BOA?icid=sr71540-2385p&q=&l=California,%20Us,%20CALIFORNIA",FusionForte,"Contract Corp-To-Corp, Contract W2, C2H Corp-To-Corp, C2H Independent, 6 Months +","FusionForte, a California based Information Technology services company is backed by industry professionals with a combined experience of over 100 years.FusionForte combines deep industry experience with technology expertise & product knowledge to deliver consulting services in Business Intelligence, SOA, Application Engineering, Analytics, BPM, ERP, CRM, HCM, SCM and other business solutions. Urgent - Android Developer - Dallas, TX - 6 Months (CTH) (Multiple Positions) Extensive handson experience developing application in Java/J2EE and other mobile platformsBS in Computer Science4 plus years of strong hands on experience in Android (Java) native app design and development experienceExtensive mobile UI design and implementation experience, including prototypingSolid experience in Object oriented design patterns and JavaExperience in multithreading, memory management and caching mechanisms specific to mobile devicesWork experience in analyzing and improving runtime efficiency and memory footprintCritical thinking, problem solving and excellent communication skillsPublic showcase and repository of Mobile Apps and work desirableDeveloper tools: Maven, Gradle, GIT, Android, Studio/Eclipse, JSON/XML, Web Services, Continious Delivery and Continious Integration, Test Driven Development (TDD), Jenkins, Network Layer like Volley and also RetrofitPreferred local candidates“Even though FusionForte is equal opportunity employer, we cannot take third party candidates for this positions.  U.S. Citizens and Green Card holders and those authorized to work in the U.S. are encouraged to apply. We are unable to sponsor at this time.” Please submit your resume via “Apply “ below. For more information email me at anu (dot) chinnappa (at) fusionforte (dot) com www.fusionforte.com",Dice Id : 10443786,"Dallas, TX",Android Developer,2 weeks ago,Telecommuting not available|Travel not required,,"Android Developer, Java/J2EE, Maven, Android, GIT, JSON/XML, Web Services",6dd61336521c61ea3cdbc3ff98052521
"https://www.dice.com/jobs/detail/.Net-Developer-Arthur-Lawrence-Houston-TX-77002/10207147/BHJOB5917_3029?icid=sr33119-1104p&q=&l=California,%20Us,%20CALIFORNIA",Arthur Lawrence,"Contract Corp-To-Corp, Contract W2, 12 Months+","Arthur Lawrence is urgently looking for a .NET Developer with Allegro experience for our client in Houston. TX. \ Must Have:Minimum of 5 - 7 years of .Net Development expertise.Must have experience working with Allegro softwares ideallly 1-3 years.Demonstrated expertise in a variety of energy trading concepts, practices, and proceduresWorked directly with cross-functional teams across all offices (front, middle and back).Experience with Visual Studio, C#.NET, SSRS, MS SQL Server (Management, PL/SQL, stored procedure development), Oracle (SQL, procedure development), Entity Framework, IIS management and configuration, ASP.NET, model-view-controller (MVC), Telerik, Excel and/or Access development (VBASuccessfully handled troubleshooting difficult performance issues in database queries and server hardware/configurationDemonstrated expertise in a variety of energy trading concepts, practices, and procedures Nice to HaveDesired Certification",Dice Id : 10207147,"Houston, TX",.Net Developer,5 hours ago,Telecommuting not available|Travel not required,,"Visual Studio, C#.NET, SSRS, MS SQL Server , Allegro,",e068a4c30c6dd1a4c0a231a5b62928ce
"https://www.dice.com/jobs/detail/Project-Manager-Arthur-Lawrence-Philadelphia-PA-19019/10207147/BHJOB5917_3119?icid=sr33415-1114p&q=&l=California,%20Us,%20CALIFORNIA",Arthur Lawrence,"Contract Corp-To-Corp, Contract Independent, Contract W2, 6+ Months","Arthur Lawrence is looking for a Project Manager in Normal, IL. Kindly review the requirements and apply. Must Have: 5+ years of Project Management experienceHighly organized person with Excellent client-facing and internal communication skillsGood interpersonal skills, leadership skills, and time management skillsExpert in MS Office with understanding of telco features and technologyCapabilities in Managing the relationship with the client, vendors, and other stakeholderPositive attitude with Excellent written and verbal communication skills Nice to Have: Telco experience is preferable with focused on voice deployments (provisioning, billing, service assurance, OPS)Bachelor’s degree or equivalentExperience in developing project scopes and objectives, involving all relevant stakeholders and ensuring technical feasibility For more information, contact Ali Rizvi at rizvi@arthurlawrence.net or Apply online. Arthur Lawrence is a management and technology consulting firm providing enterprise-wide business transformation and business applications implementation services. Our in-depth technical knowledge and broad experience of working with world-class companies enables organizations to leverage our capabilities in developing winning strategies and cost effective solutions.  Visit www.arthurlawrence.net for more information.",Dice Id : 10207147,"Philadelphia, PA",Project Manager,4 hours ago,Telecommuting not available|Travel not required,,"provisioning, billing, service assurance, OPS, client, vendors, and other stakeholder",3ebc4e49ee46125febfe61c80441342f
"https://www.dice.com/jobs/detail/Java-Developer-Collabera-Columbus-OH-43240/10208346E/2258_Java_PL?icid=sr32750-1092p&q=&l=California,%20Us,%20CALIFORNIA",Collabera,"Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2"," ***Bulk Positions for one of our direct financial client in Columbus, OH***One of our Fortune 100 financial clients is looking for on Java Programmer to work out of their Columbus, OH.Bachelor degree in Computer Science or related field.Minimum of 3 years of experience in Enterprise Application Development using Java/JavaScript, J2EE, EJB, XML, Web Services/SOA, Rest and HTML.Advanced knowledge of JavaScript.Experience with open source frameworks: Open source frameworks,  e.g., Spring, MyBatis, EHCache, Hibernate, Struts, JSTLExperience with ANT, Maven build/deployment process.Proficient in PL/SQL, including triggers, stored procedures, queries, etc.Strong understanding of object oriented programming and design patterns.Strong technical, analytical, problem solving and communication skills.Experience with system, application, and process documentation including tools such as MS-Visio, etc.Excellent verbal, written, interpersonal, organizational and time management skills.Experience with GIT, Jenkins Source Code management techniques/ tools for software management, Knowledge SDLC tools (JIRA).Demonstrated teamwork and ability to work with diversified multi-location team.Experience with working on Agile/Scrum method of product implementation and delivery.Experience in Investment Management Technology applications preferred.Experience with implementing workflow applications is a plus.Experience with implementing a rules engine is a plus.To apply for this position and setup an interview with the client please click on apply and send in your resume along with your contact info. For any further queries please feel free to contact: Yogendra MishraPhone:   973-841-2258Email: yogendra.mishra@collabera.com",Dice Id : 10208346E,"Columbus, OH",Java Developer,3 hours ago,Telecommuting not available|Travel not required,,"Java J2E, Spring framework, Struts, WebServices, mybatis(soap, rest), Exposure to AngularJS, Ext JS etc..",0b610eeb0853c86b751cbdf69c5f368d
"https://www.dice.com/jobs/detail/.Net-Developer-Xoriant-Corporation-Montvale-NJ-07645/xorca001/146503?icid=sr32499-1084p&q=&l=California,%20Us,%20CALIFORNIA",Xoriant Corporation,"Contract Independent, Contract W2, C2H Independent, C2H W2, 12 months","We have the following immediate requirement:Location: Montvale, NJ Duration: 12 monthsHands-on development and support on an established desktop product. This includes adding new features/modules, maintaining existing modules, and providing escalated technical support as required.Provide module leadership to the team (onshore/offshore), advising on design and implementation Helping the team to resolve day-to-day issues and impediments.Perform unit testing and troubleshoot applications.Practice standard development process leveraging agile methodologies such as SCRUM.Review and analyze business requirements and provide technical feasibility and estimates.Create technical documents for software products using Visio, UML, PowerPoint and Office.Skills:Minimum five years of progressive experience developing desktop software using Windows Forms, WCF, OOPs concepts, C# .NET 4.0/4.5, SpreadsheetGear (Excel) and SQL Server 2008/2012.Optional: WPF knowledge including MVVMGood knowledge on ASP.NET, Infragistics, MVP, SQL CE, Excel, TeamCity, TFS and WEB applications.Experience creating technical documents for software products using Visio, UML, PowerPoint and Microsoft Office.If available and interested, please send resume immediately with rate and contact information to Pranshu.Mandloi(at)xoriant.com or call on: 732 200 1930  ",Dice Id : xorca001,"Montvale, NJ",.Net Developer,5 hours ago,Telecommuting not available|Travel not required,,".Net 4.5,Windows Forms, WCF, OOPs concepts, C# .NET 4.0/4.5, SpreadsheetGear (Excel) and SQL Server 2008/2012.",99c31e6ff26025451fee86a65a90ef08
"https://www.dice.com/jobs/detail/Technical-Writer-CTG%252C-Inc.-Germantown-MD-20874/ctgca1/760610?icid=sr32895-1097p&q=&l=California,%20Us,%20CALIFORNIA","CTG, Inc.","Full Time, Contract W2, 5 months CTH","Job Title: Document Technical WriterLocation: Germantown, MD 20876Job Type: 5 Months Contract to Hire depending on performance Job Description:4+ years of technical writing experience and at least 2 years’ experience with the development of help manuals/guides in a software development environment, preferably Software Development experience. Experience documenting software/system manuals, system test plans, system test scripts and procedures and training materials. A technical professional who has excellent verbal and written communication skills. Strong English and grammar skills. SharePoint experience is a plus. Knowledge of usability best practices helpful. Application of information security principles essential. Experience with content management systems and version control a must. Understanding of Quality Management System principles and ISO9001 principles is required. Understanding of CMMI principles a plus.Develop, write, edit, review and complete Quality review of technical documents for System Design Manuals, Training material Instruction books Catalogs Related technical publications concerned with Software applications The installation, operation, and maintenance of electronic, electrical, mechanical, and other equipment.The successful candidate: Lead a small group of technical writers as a working team lead Interviews subject matter experts Reads journals, reports, and other material to become familiar with product technologies and production methods Reviews published materials Recommends revisions or changes in scope, format, content Recommends methods of reproduction and binding Reviews and understands client requirements and prepares information appropriate for the audience Ensure process compliance. Implement and facilitate quality management program, initiatives, process development and process improvement by working with cross-functional representation across multiple sites to ensure buy-in and adherence to processes and to assure a high level of quality products and services. Integrate and align the processes that will best achieve the desired results. Identify the interface of key activities within and between the functions of the organization. Apply strategic decision-making skills to identify performance gaps and establish goals and objectives to successfully meet the organization's expectations. Review and analyze data and customer-facing documentation to ensure high quality products are being produced and to minimize unnecessary rework. Oversee supplier surveillance activities and participate in supplier surveillance of suppliers. Communicate and coordinate quality issues and performance measures with project management team on a regular basis. Participate in advanced quality planning during design, contract, and process reviews. Provide diagnostic research; analyze data, identify trends, and suggest corrective and preventive actions Conduct audits and work with management and responsible team members to assure timely correction action implementation to close identified gaps. Present information effectively to all levels of the company in electronic, oral, and/or written form, adhering to corporate branding policies and in accordance with the organization’s communications strategy. Collect, report, verify, validate and maintain product and quality metrics, as needed. Work on complex issues where analysis of situations or data requires an in-depth evaluation of variable factors. Exercise judgment in selecting methods, techniques and evaluation criteria for obtaining results. Interact with all levels of management and with key contacts in and outside own area of expertise. Perform other duties as identified for Quality initiativesThe successful candidate Organizes material and completes writing assignment according to set standards regarding - Order - Clarity - Conciseness - Style - Terminology - Formats files according to set standards. Creates and inserts digital drawings, diagrams, and charts to illustrate material. Assists in laying out material for publication. Arranges for production and distribution of material.Essential Functions: Create, link, edit, and format documents in MS Word and occasionally MS Excel and Powerpoint Work with systems engineers to update requirements and documentation. Understand front-end and back-end software. Establish, systematize and maintain libraries for documentation Understand the functionality of a software product, and translate that knowledge into printed and on-line materials. Good time management skills to handle multiple projects and be flexible with time and work schedule. Provide consistent follow-through on projects. Follow instructions with minimal supervision. Work individually and cooperatively in a team environment. Have a willingness to share knowledge.Required Skills and Skill Level Software Development Lifecycle – expert understanding of Waterfall and Agile Methodology Word – Expert Excel – Intermediate Visio – Intermediate SharePoint 2007 – Intermediate Adobe Acrobat Pro – Intermediate Office 2010 – Intermediate ISO 9001:2008 Process Compliance – Intermediate.BA/BS or equivalent education in English or Technical Writing",Dice Id : ctgca1,"Germantown, MD",Technical Writer,5 hours ago,Telecommuting not available|Travel not required,,Technical Writer,0d4c2c82c4f5ebc6aaad49cddb8bab2d
